pl_name,pl_orbsmax,pl_orbeccen,pl_bmassj,pl_rade,hostname,st_teff,st_rad,st_mass
"WASP-42 b",0.0561000000,0.062000,0.52700000,12.57649800,"WASP-42",5315.00,0.892000,0.951000
"TOI-1775 b",0.0800000000,0.000000,0.30204978,8.04728896,"TOI-1775",5284.00,0.828800,0.921800
"TOI-2796 b",0.0569000000,0.000000,0.44000000,17.26183028,"TOI-2796",5764.00,1.069000,1.063000
"HD 28109 b",0.1357000000,0.007100,0.01950738,2.69000000,"HD 28109",6189.00,1.425000,1.227000
"GJ 849 b",2.3200000000,0.029000,0.89300000,13.90000000,"GJ 849",3467.00,0.450000,0.450000
"Kepler-347 b",0.1100000000,0.000000,0.01430000,1.97000000,"Kepler-347",6088.00,1.005000,0.922000
"HATS-31 b",0.0478000000,0.233000,0.88000000,18.38276000,"HATS-31",6050.00,1.870000,1.275000
"TOI-2427 b",0.0202000000,,0.01230000,1.80000000,"TOI-2427",4072.00,0.650000,0.640000
"HD 110067 d",0.1362000000,,0.02680692,2.85200000,"HD 110067",5266.00,0.788000,0.798000
"Kepler-1514 c",0.0997000000,0.320000,0.00546000,1.17582410,"Kepler-1514",6145.00,1.289000,1.196000
"Kepler-68 e",4.6000000000,0.330000,0.27200000,11.20000000,"Kepler-68",5847.00,1.256400,1.057000
"TOI-332 b",0.0159000000,0.000000,0.17997133,3.20000000,"TOI-332",5251.00,0.870000,0.880000
"TOI-880.02",0.0349000000,,0.01710000,2.19000000,"TOI-880",5050.00,0.830000,0.870000
"WASP-123 b",0.0426300000,0.000000,0.89900000,15.13212395,"WASP-123",5740.00,1.285000,1.166000
"EPIC 246851721 b",0.0722900000,,3.00000000,11.78065900,"EPIC 246851721",6202.00,1.586000,1.317000
"HD 80653 b",0.0166100000,0.000000,0.01799713,1.61300000,"HD 80653",5959.00,1.220000,1.180000
"TOI-6130 b",0.0360000000,0.036000,1.05000000,14.34749530,"TOI-6130",6110.00,1.510000,1.310000
"WASP-166 b",0.0641000000,0.000000,0.10100000,7.06167000,"WASP-166",6050.00,1.220000,1.190000
"HD 23472 b",0.1162000000,0.072000,0.02617765,2.00000000,"HD 23472",4684.00,0.710000,0.670000
"Kepler-396 b",0.2406700000,0.000000,0.23800000,3.50000000,"Kepler-396",5656.00,1.060000,0.850000
"K2-338 b",,,0.00340000,1.03000000,"K2-338",4558.00,0.630000,0.660000
"KMT-2019-BLG-1367L b",1.7000000000,,0.01283712,1.85000000,"KMT-2019-BLG-1367L",,,0.250000
"CoRoT-7 b",0.0170160000,0.000000,0.01282637,1.68135000,"CoRoT-7",5275.00,0.830000,0.820000
"K2-34 b",0.0442000000,0.000000,1.69800000,13.75000000,"K2-34",6168.00,1.420000,1.160000
"K2-43 c",,,0.02030000,2.42000000,"K2-43",3840.60,0.542000,0.571000
"TOI-1422 c",0.2050000000,0.200000,0.04404893,2.61000000,"TOI-1422",5840.00,1.019000,0.990300
"TOI-1683.01",0.0365075930,,0.02350000,2.63820000,"TOI-1683",4402.00,0.700000,0.694661
"TOI-5143 c",0.0560200000,,,16.25302201,"TOI-5143",5183.00,0.852000,0.864000
"NGTS-25 b",0.0388000000,0.000000,0.63900000,11.46678726,"NGTS-25",5321.00,0.860000,0.910000
"HD 34445 f",1.5430000000,0.031000,0.11900000,6.88000000,"HD 34445",5836.00,1.380000,1.070000
"TOI-5726.01",0.0621860000,,0.02220000,2.55400000,"TOI-5726",5874.00,1.106000,1.060000
"TOI-1260 b",0.0367000000,0.000000,0.02693277,2.41000000,"TOI-1260",4227.00,0.672000,0.679000
"WASP-184 b",0.0627000000,0.000000,0.57000000,14.90797000,"WASP-184",6000.00,1.650000,1.230000
"TOI-3976 A b",0.0743000000,0.000000,0.17500000,12.27383387,"TOI-3976 A",5975.00,1.501000,1.254000
"HD 156846 b",1.1200000000,0.850000,10.67000000,12.40000000,"HD 156846",6090.00,1.900000,1.380000
"Kepler-399 c",0.1550000000,0.000000,0.00829000,1.43000000,"Kepler-399",5502.00,0.680000,0.902000
"Kepler-1802 b",0.0662000000,0.000000,0.01080000,1.67100000,"Kepler-1802",4245.00,0.637000,0.649000
"TOI-4155 b",,,0.03270000,3.21000000,"TOI-4155",5724.00,0.950000,1.160000
"TOI-431 c",0.0520000000,0.000000,0.00890418,1.49000000,"TOI-431",4850.00,0.731000,0.780000
"TOI-5716 b",,,0.00264000,0.96000000,"TOI-5716",3436.00,0.220000,0.190000
"WASP-171 b",0.0504000000,0.000000,1.08400000,10.98482000,"WASP-171",5965.00,1.637000,1.171000
"TOI-4342 c",0.0814000000,,0.02020000,2.41500000,"TOI-4342",3901.00,0.599000,0.629600
"HATS-42 b",0.0368900000,0.229000,1.88000000,15.69260000,"HATS-42",6060.00,1.480000,1.273000
"WASP-151 b",0.0550000000,0.000000,0.31600000,13.30506009,"WASP-151",5871.00,1.181000,1.081000
"HD 63433 d",0.0503000000,0.160000,0.00394000,1.07300000,"HD 63433",5688.00,0.912000,0.990000
"HD 35843 b",0.0880000000,0.000000,0.01837469,2.29000000,"HD 35843",5666.00,0.897000,0.940000
"WASP-130 b",0.1012000000,0.000000,1.23000000,9.97601000,"WASP-130",5625.00,0.960000,1.040000
"Kepler-1099 b",0.0337000000,0.000000,0.02640000,2.83000000,"Kepler-1099",5837.00,1.000000,1.010000
"Kepler-289 b",0.2118300000,0.000000,0.01164150,2.49000000,"Kepler-289",5990.00,1.000000,1.080000
"TOI-277 b",0.0269000000,,0.02360000,2.65000000,"TOI-277",4031.00,0.362000,0.160000
"KOI-94 c",0.1013000000,0.430000,0.04900000,4.32000000,"KOI-94",6182.00,1.520000,1.277000
"TOI-2986 b",0.0448900000,0.140000,0.30400000,9.29224500,"TOI-2986",5906.00,1.458000,1.122000
"mu2 Sco b",242.4000000000,0.560000,14.40000000,12.30000000,"mu2 Sco",21700.00,5.600000,9.100000
"Kepler-1863 b",0.2367800000,0.000000,0.01810000,2.26309256,"Kepler-1863",5871.00,0.983000,1.097000
"KOINTREAU-1 b",690.0000000000,,10.60000000,12.40000000,"XEST 17-036",3551.00,,0.260000
"TOI-2411 b",0.0144000000,,0.01090000,1.68000000,"TOI-2411",4099.00,0.680000,0.650000
"TOI-3082 b",,,0.04090000,3.66210000,"TOI-3082",4263.00,0.684700,0.664000
"XO-2 S b",0.1300000000,0.180000,0.26000000,10.90000000,"XO-2 S",5399.00,1.000000,0.980000
"Kepler-475 b",0.0398900000,0.000000,0.02130000,2.49000000,"Kepler-475",5009.00,0.790000,0.860000
"Kepler-1836 b",0.0602000000,0.000000,0.02220000,2.55303229,"Kepler-1836",6123.00,0.987000,1.053000
"Kepler-896 c",0.1792000000,0.000000,0.03170000,3.15000000,"Kepler-896",5510.00,0.803000,0.877000
"Barnard e",0.0381000000,0.040000,0.00060725,0.63700000,"Barnard's star",3195.00,0.185000,0.162000
"Kepler-385 b",0.0970000000,0.000000,0.04000000,2.73000000,"Kepler-385",6326.00,1.126000,0.992000
"EPIC 201238110 b",,,0.01310000,1.87000000,"EPIC 201238110",3587.00,0.374000,0.410000
"Kepler-691 b",0.0649000000,0.000000,0.01580000,2.09000000,"Kepler-691",3715.00,0.500000,0.530000
"Kepler-20 g",0.2055000000,0.150000,0.06280087,4.71000000,"Kepler-20",5495.00,0.963900,0.948000
"Kepler-332 b",0.0700000000,0.000000,0.00537000,1.17000000,"Kepler-332",4955.00,0.720000,0.743000
"Kepler-1041 b",0.1688000000,0.000000,0.02820000,2.94000000,"Kepler-1041",5957.00,1.080000,1.060000
"Kepler-1578 b",0.0252000000,0.000000,0.00352000,1.04000000,"Kepler-1578",5545.00,0.860000,0.900000
"Kepler-1966 b",0.0763000000,0.000000,0.00437000,1.10479327,"Kepler-1966",5009.00,0.840000,0.797000
"Kepler-1987 d",0.0571000000,0.000000,0.02380000,2.66000000,"Kepler-1987",4769.00,0.714000,0.799000
"Kepler-819 b",0.1894000000,0.000000,0.02530000,2.76000000,"Kepler-819",5279.00,0.810000,0.860000
"Kepler-887 c",0.0801000000,0.000000,0.00474000,1.13000000,"Kepler-887",6194.00,1.290000,1.190000
"Kepler-306 d",0.1200000000,0.000000,0.02100000,2.47000000,"Kepler-306",4954.00,0.719000,0.750000
"Kepler-177 c",0.2565500000,0.000000,0.04625114,8.73000000,"Kepler-177",5732.00,1.324000,0.921000
"Kepler-635 b",0.1833200000,0.000000,0.02350000,2.64000000,"Kepler-635",6174.00,1.510000,1.330000
"Kepler-1083 b",0.1899000000,0.000000,0.03540000,3.36000000,"Kepler-1083",5049.00,0.770000,0.810000
"Kepler-79 d",0.2870000000,0.025000,0.01900000,7.16000000,"Kepler-79",6174.00,1.302000,1.165000
"Kepler-195 c",0.1970000000,0.000000,0.00951000,1.55000000,"Kepler-195",5329.00,0.775000,0.867000
"Kepler-1661 b",0.6330000000,0.057000,0.05348771,3.87000000,"Kepler-1661",5100.00,0.762000,0.841000
"HATS-25 b",0.0516300000,0.176000,0.61300000,14.12334000,"HATS-25",5715.00,1.107000,0.994000
"TOI-836 b",0.0422000000,0.053000,0.01425297,1.70400000,"TOI-836",4552.00,0.665000,0.678000
"Proxima Cen b",0.0484800000,0.000000,0.00331940,1.02000000,"Proxima Cen",2900.00,0.141000,0.122100
"K2-413 b",0.0117000000,,0.00114000,0.75990000,"K2-413",4116.00,0.700000,0.808000
"Kepler-212 b",0.1330000000,0.000000,0.00416000,1.09000000,"Kepler-212",5852.00,1.455000,1.166000
"Kepler-195 b",0.0770000000,0.000000,0.01500000,2.03000000,"Kepler-195",5329.00,0.775000,0.867000
"K2-83 c",0.0713100000,0.060000,0.00882000,1.48300000,"K2-83",3910.00,0.424000,0.484000
"Kepler-24 d",0.0510000000,0.000000,0.92489845,1.67000000,"Kepler-24",5897.00,1.289000,1.046000
"Kepler-15 b",0.0571400000,0.060000,0.66000000,10.76000000,"Kepler-15",5515.00,0.992000,1.018000
"Kepler-83 d",0.0510000000,0.000000,0.01290004,1.94000000,"Kepler-83",4648.00,0.594000,0.580000
"Kepler-143 c",0.1810000000,0.000000,0.03550000,3.37000000,"Kepler-143",5848.00,1.359000,0.982000
"Kepler-1116 b",0.2330000000,0.000000,0.02200000,2.54000000,"Kepler-1116",5641.00,0.930000,0.950000
"HD 141399 d",2.0900000000,0.074000,1.18000000,13.70000000,"HD 141399",5600.00,1.387236,1.070000
"NGTS-17 b",0.0391000000,0.000000,0.76400000,13.89913607,"NGTS-17",5650.00,1.337000,1.025000
"Kepler-159 c",0.2180000000,0.000000,0.03630000,3.41000000,"Kepler-159",4625.00,0.663000,0.628000
"HIP 67851 b",0.4200000000,0.130000,1.15000000,13.70000000,"HIP 67851",4840.00,5.450000,1.280000
"Kepler-54 d",0.1260000000,0.000000,0.03805387,1.53000000,"Kepler-54",4252.00,0.554000,0.518000
"YZ Cet d",0.0285100000,0.070000,0.00342952,1.03000000,"YZ Cet",3151.00,0.157000,0.142000
"Kepler-1608 b",0.1126000000,0.000000,0.01150000,1.73000000,"Kepler-1608",4992.00,0.720000,0.750000
"Kepler-152 b",0.1240000000,0.000000,0.02580000,2.79000000,"Kepler-152",5088.00,0.724000,0.779000
"HD 125612 b",1.3490000000,0.446000,2.97400000,13.20000000,"HD 125612",5900.00,1.070000,1.050000
"Kepler-1641 c",0.2065000000,0.000000,0.02830000,2.95000000,"Kepler-1641",6152.00,1.190000,1.120000
"K2-45 b",0.0224000000,0.100000,0.11400000,6.71000000,"K2-45",4103.00,0.445000,0.503000
"WASP-114 b",0.0285100000,0.012000,1.76900000,15.00885100,"WASP-114",5940.00,1.430000,1.289000
"Kepler-968 c",0.0520000000,0.000000,0.01100000,1.69000000,"Kepler-968",4598.00,0.700000,0.760000
"HD 165131 b",3.5400000000,0.670800,18.70000000,12.10000000,"HD 165131",5870.00,1.064190,1.060000
"WASP-105 b",0.0750000000,0.000000,1.80000000,10.76064000,"WASP-105",5070.00,0.900000,0.890000
"WASP-91 b",0.0370000000,0.000000,1.34000000,11.54527000,"WASP-91",4920.00,0.860000,0.840000
"G 268-110 b",0.0128300000,0.000000,0.00478245,1.13000000,"G 268-110",,0.177000,0.137000
"Kepler-1463 b",0.1694000000,0.000000,0.01300000,1.86000000,"Kepler-1463",5679.00,0.950000,0.960000
"Kepler-712 c",0.6647900000,0.000000,0.06590000,4.85000000,"Kepler-712",5148.00,0.780000,0.840000
"Kepler-1948 b",0.1022000000,0.000000,0.00343000,1.03283226,"Kepler-1948",3872.00,0.557000,0.585000
"Kepler-146 c",0.3640000000,0.000000,0.03130000,3.13000000,"Kepler-146",5948.00,1.208000,1.079000
"Kepler-711 b",0.1429000000,0.000000,0.03630000,3.41000000,"Kepler-711",5222.00,0.800000,0.840000
"Kepler-1080 b",0.3781000000,0.000000,0.03390000,3.28000000,"Kepler-1080",5956.00,1.160000,1.100000
"WASP-113 b",0.0588500000,0.000000,0.47500000,15.79348100,"WASP-113",5890.00,1.608000,1.318000
"Kepler-248 c",0.1230000000,0.000000,0.04900000,4.07000000,"Kepler-248",5190.00,0.831000,0.838000
"HD 133131 A c",4.4900000000,0.490000,0.42000000,14.30000000,"HD 133131 A",5799.00,0.955014,0.950000
"Kepler-1319 b",0.0296000000,0.330000,0.00742000,1.34000000,"Kepler-1319",3655.00,0.540000,0.560000
"Kepler-678 b",0.0732000000,0.000000,0.07280000,5.14000000,"Kepler-678",5520.00,0.910000,0.940000
"Kepler-1535 b",0.5329000000,0.000000,0.02210000,2.55000000,"Kepler-1535",6021.00,1.110000,1.080000
"Kepler-39 b",0.1640000000,0.112000,20.10000000,13.90000000,"Kepler-39",6350.00,1.400000,1.290000
"Kepler-1532 b",0.0206000000,0.000000,0.00752000,1.35000000,"Kepler-1532",5559.00,0.880000,0.910000
"Kepler-808 b",0.0131400000,0.000000,0.00859000,1.46000000,"Kepler-808",4653.00,0.710000,0.760000
"KELT-10 b",0.0525000000,,0.67900000,15.68139100,"KELT-10",5948.00,1.209000,1.112000
"WASP-119 b",0.0363000000,0.058000,1.23000000,15.69260000,"WASP-119",5650.00,1.200000,1.020000
"WASP-69 b",0.0453000000,0.000000,0.26000000,11.21000000,"WASP-69",4792.00,0.801000,0.830000
"WASP-94 A b",0.0550000000,0.000000,0.50000000,17.71022000,"WASP-94 A",6170.00,1.480000,1.670000
"TOI-682.01",,,0.04240000,3.74186000,"TOI-682",5085.00,1.080000,0.850000
"TOI-7384 b",0.0439000000,0.400000,0.03900000,3.56000000,"TOI-7384",3185.00,0.319000,0.318000
"Kepler-335 c",0.3560000000,0.000000,0.03030000,3.07000000,"Kepler-335",5877.00,1.854000,1.367000
"TOI-1453 b",,0.000000,0.00729954,1.17300000,"TOI-1453",4975.00,0.720000,0.715000
"TOI-2141 b",0.1322000000,0.210000,0.06324167,3.14700000,"TOI-2141",5635.00,0.950000,0.896000
"TOI-763 b",0.0600000000,0.040000,0.03080263,2.28000000,"TOI-763",5450.00,0.897000,0.917000
"Kepler-94 c",1.5968066210,0.345931,9.83600000,12.50000000,"Kepler-94",4781.00,0.760000,0.810000
"GJ 1132 b",0.0157000000,0.011800,0.00578000,1.19151465,"GJ 1132",3229.00,0.221100,0.194500
"Kepler-966 b",0.3907000000,0.000000,0.05020000,4.13000000,"Kepler-966",5840.00,1.020000,1.020000
"EPIC 220492298 b",,,0.00295000,0.99000000,"EPIC 220492298",5620.00,0.890000,0.950000
"HATS-28 b",0.0413100000,0.202000,0.67200000,13.38354600,"HATS-28",5498.00,0.922000,0.929000
"HATS-29 b",0.0547500000,0.158000,0.65300000,14.02245900,"HATS-29",5670.00,1.073000,1.032000
"Kepler-1517 b",0.0780000000,0.000000,0.21600000,9.76000000,"Kepler-1517",7010.00,1.950000,1.580000
"WASP-54 b",0.0498800000,0.070000,0.59000000,17.71022000,"WASP-54",6100.00,1.760000,1.080000
"HD 63935 b",0.0830000000,0.000000,0.03303669,2.91575244,"HD 63935",5513.00,0.959800,0.940600
"WASP-149 b",0.0240000000,0.000000,0.99100000,15.24421375,"WASP-149",5750.00,1.080000,1.050000
"K2-403 b",,,0.07750000,5.33300000,"K2-403",5511.00,0.886000,0.784000
"Kepler-260 c",0.3320000000,0.000000,0.01160000,1.74000000,"Kepler-260",5250.00,0.862000,1.013000
"Kepler-140 c",0.4140000000,0.000000,0.01230000,1.80000000,"Kepler-140",6077.00,1.288000,1.044000
"HATS-15 b",0.0271200000,0.126000,2.17000000,12.38594500,"HATS-15",5311.00,0.922000,0.871000
"TOI-2128 b",0.1270000000,0.000000,0.01415858,2.08874836,"TOI-2128",5968.00,1.117400,1.025100
"MASCARA-1 b",0.0403520000,0.000340,3.70000000,17.90074218,"MASCARA-1",7490.00,2.082000,1.900000
"Kepler-14 b",0.0771000000,0.035000,8.40000000,12.73300000,"Kepler-14",6395.00,2.048000,1.512000
"K2-24 c",0.2470000000,0.070000,0.04845358,7.50000000,"K2-24",5625.00,1.160000,1.070000
"WASP-129 b",0.0628000000,0.096000,1.00000000,10.42437000,"WASP-129",5900.00,0.900000,1.000000
"WASP-124 b",0.0449000000,0.017000,0.60000000,13.89916000,"WASP-124",6050.00,1.020000,1.070000
"HATS-23 b",0.0339700000,0.114000,1.47000000,20.84874000,"HATS-23",5780.00,1.199000,1.121000
"Kepler-941 b",0.1311000000,0.000000,0.03050000,3.08000000,"Kepler-941",5539.00,0.860000,0.890000
"Kepler-85 c",0.1036300000,0.027000,0.00676466,1.97800000,"Kepler-85",5505.20,0.875000,0.928000
"Kepler-734 b",0.0583000000,0.000000,0.03900000,3.56000000,"Kepler-734",5326.00,0.780000,0.850000
"GJ 2030 b",0.0340000000,0.239000,0.01500000,2.03000000,"GJ 2030",5485.00,2.241040,0.960000
"KELT-9 b",0.0346200000,0.000000,2.88000000,21.19621900,"KELT-9",10170.00,2.362000,2.520000
"NGTS-1 b",0.0326000000,0.016000,0.81200000,14.90797000,"NGTS-1",3916.00,0.573000,0.617000
"K2-157 d",0.3090000000,0.500000,0.07320000,5.16000000,"K2-157",5334.00,0.860000,0.890000
"Kepler-599 b",0.1128000000,0.000000,0.02660000,2.84000000,"Kepler-599",5127.00,0.790000,0.830000
"HATS-52 b",0.0249800000,0.246000,2.24000000,15.49083800,"HATS-52",6010.00,1.046000,1.111000
"HATS-53 b",0.0475300000,0.330000,0.59500000,15.02006000,"HATS-53",5644.00,1.101000,0.964000
"WASP-139 b",0.0620000000,0.000000,0.11700000,8.96720000,"WASP-139",5310.00,0.800000,0.920000
"WASP-142 b",0.0347000000,0.000000,0.84000000,17.14977000,"WASP-142",6010.00,1.640000,1.330000
"Kepler-1203 b",0.0114000000,0.000000,0.00377000,1.06000000,"Kepler-1203",4105.00,0.610000,0.640000
"Kepler-1720 b",0.1043000000,0.000000,0.03280000,3.21585295,"Kepler-1720",5573.00,0.839000,0.939000
"HD 4732 c",4.7250000000,0.187000,3.36500000,13.10000000,"HD 4732",4898.00,5.030000,1.390000
"Kepler-549 b",0.2323600000,0.000000,0.03460970,2.57000000,"Kepler-549",5360.00,0.840000,0.880000
"Kepler-19 c",0.1765736996,0.210000,0.04121700,3.68000000,"Kepler-19",5544.00,0.859000,0.936000
"Kepler-1727 b",0.0796000000,0.000000,0.03210000,3.17321625,"Kepler-1727",5349.00,0.820000,0.824000
"ITG 15 b",435.0000000000,,21.00000000,12.10000000,"ITG 15 A",,,
"Kepler-531 b",0.1744600000,0.000000,0.02560000,2.78000000,"Kepler-531",4893.00,0.750000,0.780000
"Kepler-1182 b",0.0981000000,0.000000,0.02010000,2.41000000,"Kepler-1182",5924.00,1.050000,1.040000
"KELT-19 A b",0.0637000000,,4.07000000,21.40919000,"KELT-19 A",7500.00,1.830000,1.620000
"KELT-21 b",0.0522400000,0.000000,3.91000000,17.77747400,"KELT-21",7598.00,1.638000,1.458000
"HD 37124 b",0.5336400000,0.054000,0.67500000,14.00000000,"HD 37124",5698.64,0.949168,0.850000
"Kepler-513 b",0.1779000000,0.000000,0.01720000,2.20000000,"Kepler-513",5849.00,1.060000,1.020000
"HD 330075 b",0.0400000000,0.000000,0.48000000,14.30000000,"HD 330075",5000.00,0.840000,0.470000
"Kepler-1329 b",0.0747000000,0.000000,0.01680000,2.17000000,"Kepler-1329",4500.00,0.690000,0.720000
"K2-61 b",0.0392000000,,0.01370000,1.92000000,"K2-61",5748.00,0.995000,0.970000
"Kepler-825 c",0.0759000000,0.000000,0.01270000,1.84000000,"Kepler-825",5976.00,1.080000,1.030000
"Kepler-382 b",0.0550000000,0.000000,0.00724000,1.32000000,"Kepler-382",5600.00,0.945000,1.002000
"K2-165 c",,,0.00955000,1.55409035,"K2-165",5185.00,0.803827,0.834847
"WASP-138 b",0.0494000000,,1.22000000,12.21781000,"WASP-138",6272.00,1.360000,1.220000
"XO-6 b",0.0815000000,0.000000,4.40000000,23.20263000,"XO-6",6720.00,1.930000,1.470000
"Qatar-3 b",0.0378300000,0.000000,4.31000000,12.28506400,"Qatar-3",6007.00,1.272000,1.145000
"Kepler-19 d",,0.050000,0.07079256,5.06000000,"Kepler-19",5544.00,0.859000,0.936000
"Kepler-1191 b",0.0587000000,0.000000,0.00909000,1.51000000,"Kepler-1191",5308.00,0.810000,0.850000
"Kepler-1891 b",0.0473000000,0.000000,0.00921000,1.52139156,"Kepler-1891",5516.00,0.827000,0.873000
"WASP-53 b",0.0410100000,0.030000,2.13200000,12.03846600,"WASP-53",4953.00,0.798000,0.839000
"WASP-53 c",3.7300000000,0.836900,16.35000000,,"WASP-53",4953.00,0.798000,0.839000
"K2-198 b",,,0.05140000,4.18900000,"K2-198",5212.90,0.757000,0.799000
"Kepler-1456 b",0.1132000000,0.000000,0.00489000,1.14000000,"Kepler-1456",4231.00,0.620000,0.640000
"Kepler-529 b",0.0309000000,0.000000,0.01300000,1.86000000,"Kepler-529",6087.00,1.140000,1.070000
"11 UMi b",1.5300000000,0.080000,14.74000000,12.30000000,"11 UMi",4213.00,29.790000,2.780000
"Kepler-835 b",0.1070000000,0.000000,0.02580000,2.79000000,"Kepler-835",5954.00,1.110000,1.080000
"Kepler-1666 c",0.2383000000,0.000000,0.03320000,3.23564749,"Kepler-1666",6293.00,1.145860,1.230000
"Kepler-690 b",0.0810000000,0.000000,0.09330000,5.95000000,"Kepler-690",5913.00,1.160000,1.110000
"Kepler-136 b",0.1060000000,0.000000,0.06200000,2.05000000,"Kepler-136",6165.00,1.355000,1.204000
"Kepler-775 b",0.0183400000,0.000000,0.00570000,1.19000000,"Kepler-775",5468.00,0.840000,0.920000
"KIC 10068024 b",,,2.00000000,13.40000000,"KIC 10068024",6118.40,1.574000,1.220000
"HATS-34 b",0.0316600000,0.108000,0.94100000,16.02887000,"HATS-34",5380.00,0.980000,0.955000
"HATS-35 b",0.0319900000,0.306000,1.22200000,16.40997600,"HATS-35",6300.00,1.433000,1.317000
"WASP-81 b",0.0390800000,0.066000,0.72900000,16.01766100,"WASP-81",5870.00,1.283000,1.080000
"Kepler-357 b",0.0630000000,0.000000,0.01270000,1.84000000,"Kepler-357",5036.00,0.834000,0.794000
"Kepler-23 d",0.1201200000,0.010000,0.01396980,2.20600000,"Kepler-23",5828.00,1.548000,1.078000
"Kepler-1510 b",0.4089000000,0.000000,0.03540000,3.36000000,"Kepler-1510",6200.00,1.280000,1.190000
"Kepler-1324 b",0.0466000000,0.000000,0.00909000,1.51000000,"Kepler-1324",4776.00,0.730000,0.780000
"HIP 67851 c",4.5500000000,0.300000,6.93700000,12.70000000,"HIP 67851",4840.00,5.450000,1.280000
"Kepler-110 b",0.1070000000,0.000000,0.01260000,1.83000000,"Kepler-110",5960.00,1.149000,0.989000
"K2-325 b",0.0419000000,,0.01720000,2.20000000,"K2-325",3287.00,0.298000,0.274000
"Kepler-716 c",0.0454800000,0.000000,0.00793000,1.39281536,"Kepler-716",5012.00,0.742183,0.830000
"Kepler-1850 b",0.0206000000,0.000000,0.00098500,0.72909663,"Kepler-1850",4239.00,0.600000,0.611000
"HD 163607 b",0.3620000000,0.744100,0.78360000,13.90000000,"HD 163607",5522.00,1.760000,1.120000
"HD 44219 b",1.2600000000,0.410000,0.58000000,14.10000000,"HD 44219",5752.00,1.320000,1.200000
"KELT-1 b",0.0246600000,0.009900,27.23000000,12.44200000,"KELT-1",6516.00,1.471000,1.335000
"HATS-50 b",0.0504600000,0.516000,0.39000000,12.66617000,"HATS-50",5990.00,1.117000,1.168000
"WASP-153 b",0.0480000000,0.009000,0.39000000,17.37395000,"WASP-153",5914.00,1.730000,1.336000
"Kepler-1365 b",0.0783900000,0.000000,0.00227000,0.92000000,"Kepler-1365",5770.00,1.050000,1.000000
"HD 170469 b",2.2400000000,0.110000,0.66000000,14.10000000,"HD 170469",5842.00,1.240000,1.100000
"Kepler-341 d",0.1820000000,0.000000,0.01280000,1.85000000,"Kepler-341",6012.00,1.024000,0.976000
"Kepler-977 b",0.1620000000,0.000000,0.02320000,2.62000000,"Kepler-977",5315.00,0.830000,0.870000
"HD 98219 b",1.2600000000,0.079000,1.96400000,13.40000000,"HD 98219",4925.00,4.600000,1.410000
"HAT-P-31 b",0.0610000000,0.250000,2.27000000,12.21781000,"HAT-P-31",6065.00,1.390000,1.310000
"WASP-131 b",0.0608000000,0.000000,0.27300000,13.74221034,"WASP-131",5990.00,1.561000,1.060000
"WASP-103 b",0.0198500000,0.000000,1.49000000,17.12700000,"WASP-103",6110.00,1.436000,1.220000
"KELT-16 b",0.0204400000,0.000000,2.75000000,15.86073500,"KELT-16",6236.00,1.360000,1.211000
"GJ 393 b",0.0540200000,,0.00538026,1.17000000,"GJ 393",3579.00,0.426000,0.426000
"Kepler-879 b",0.2012000000,0.000000,0.02240000,2.57000000,"Kepler-879",5792.00,1.020000,1.020000
"Kepler-1933 b",0.0560500000,0.000000,0.00553000,1.17984089,"Kepler-1933",5661.00,1.008000,0.964000
"Kepler-1641 b",0.1473000000,0.000000,0.03100000,3.11000000,"Kepler-1641",6152.00,1.190000,1.120000
"GJ 687 b",0.1630000000,0.170000,0.05411698,4.32000000,"GJ 687",3413.00,0.418300,0.400000
"Kepler-23 b",0.0721200000,0.017000,0.00805466,1.63800000,"Kepler-23",5828.00,1.548000,1.078000
"Kepler-554 b",0.0302200000,0.000000,0.05350000,4.29000000,"Kepler-554",5447.00,0.920000,0.930000
"HD 159868 c",1.0320000000,0.184000,0.76800000,14.00000000,"HD 159868",5534.00,2.130000,1.190000
"XO-2 S c",0.4756000000,0.152800,1.37000000,13.60000000,"XO-2 S",5399.00,1.020000,0.982000
"TOI-5388.01",0.0243358550,,0.00692197,0.99000000,"TOI-5388",3440.00,0.300000,0.292000
"TOI-1238 c",0.0370000000,0.150000,0.02617765,2.11000000,"TOI-1238",4089.00,0.580000,0.590000
"Kepler-1331 b",0.0142000000,0.000000,0.00364000,1.05000000,"Kepler-1331",4508.00,0.690000,0.720000
"Kepler-1246 b",0.0848000000,0.000000,0.00761000,1.36000000,"Kepler-1246",4611.00,0.690000,0.730000
"Kepler-287 b",0.1450000000,0.000000,0.26114720,2.33000000,"Kepler-287",5806.00,1.032000,0.963000
"Kepler-432 c",,0.498000,2.43000000,13.30000000,"Kepler-432",4995.00,4.060000,1.320000
